商品名称,商品价格,商品编码,tokens,keywords
成及糖水菠萝罐头,76,103,成及 糖水 菠萝 罐头,糖水:2.179788490865635 菠萝:2.0065016957256487 罐头:1.866597748741793
赤霞珠干红葡萄酒三星,76,103,赤霞 珠 干红 葡萄酒 三星,赤霞:1.315817559993254 珠:1.1211277308504333 葡萄酒:1.0538332835261908
崇生布艺万用袋,75,103,崇生 布艺 万用袋,崇生:2.906384654487513 布艺:2.675335594300865 万用袋:2.906384654487513
宠物成犬狗粮,31,103,宠物 成犬 狗粮,宠物:2.6009544105294617 成犬:2.906384654487513 狗粮:2.906384654487513
宠物狗狗零食,74,103,宠物狗 狗 零食,宠物狗:2.906384654487513 狗:2.5401805582648103 零食:2.193029266655423
出前一丁油炸方便面,76,103,出前 一丁 油炸 方便面,出前:2.179788490865635 油炸:2.179788490865635 方便面:2.078422213838594
初撅加本纳梅洛干红,76,103,初 撅 加本纳 梅洛 干红,撅:1.743830792692508 梅洛:1.6627377710708755 干红:1.006054901869721
川阿姨老土冰糖,76,103,川 阿姨 老土 冰糖,川:1.464238270633268 阿姨:2.179788490865635 老土:2.179788490865635
川岛蓝莓蛋卷,43,103,川岛 蓝莓 蛋卷,川岛:2.906384654487513 蓝莓:2.6009544105294617 蛋卷:2.771229618451459
川汉子花椒牛肉,77,103,川 汉子 花椒 牛肉,汉子:1.471485154851581 花椒:2.078422213838594 牛肉:1.4371848744732099
川妹子麻辣牛肉,26,103,川妹子 麻辣 牛肉,川妹子:2.906384654487513 麻辣:1.8915438419130393 牛肉:1.9162464992976131
川宁牌果味茶包,74,103,川宁牌 果味 茶包,川宁牌:2.906384654487513 果味:1.3105540735601648 茶包:2.906384654487513
川蜀香辣麻辣干锅底料,76,103,川蜀 香辣 麻辣 干 锅底 料,香辣:0.9910942068704599 麻辣:0.9457719209565196 锅底:1.4531923272437566
创科香草曲奇,34,103,创科 香草 曲奇,创科:2.906384654487513 香草:2.4887969983223908 曲奇:2.4050255222287555
春光可可椰奶粉,77,103,春光 可可 椰 奶粉,春光:2.179788490865635 椰:2.179788490865635 奶粉:1.6933109536018067
春日井什锦豆果子,32,103,春日 井 什锦 豆 果子,春日:1.743830792692508 豆:1.5241083349588864 果子:1.6627377710708755
脆皮软心薄荷糖柠檬薄荷味,25,103,脆皮 软心 薄荷糖 柠檬 薄荷 味,软心:1.4531923272437566 薄荷糖:1.1849526751714066 薄荷:1.1545657490390808
达利奶绵蛋糕,76,103,达利 奶绵 蛋糕,达利:2.906384654487513 奶绵:2.906384654487513 蛋糕:2.0922689760311117
达利园曲奇巧克力豆,76,103,达利园 曲奇 巧克力 豆,达利园:2.078422213838594 曲奇:1.8037691416715667 豆:1.9051354186986078
达利园又一餐黑米紫薯粥,34,103,达利园 一餐 黑米 紫薯 粥,达利园:1.6627377710708755 黑米:1.6627377710708755 紫薯:1.743830792692508
打奶茶抹茶奶茶饮料,77,103,奶茶 抹 茶奶 茶饮料,抹:1.2119882381386624 茶奶:2.179788490865635 茶饮料:1.9507158078970963
大都市御膳香米,76,103,大都市 御膳 香米,大都市:2.906384654487513 御膳:2.771229618451459 香米:2.6009544105294617
大哥花生豆--椰浆味,42,103,大哥 花生豆 椰浆 味,大哥:2.179788490865635 花生豆:2.179788490865635 椰浆:2.179788490865635
大好大焦糖味,76,103,大好 大 焦糖 味,大好:2.179788490865635 大:1.3801202114779647 焦糖:2.078422213838594
大开卫山楂汁,76,103,大开卫 山楂 汁,大开卫:2.906384654487513 山楂:2.6009544105294617 汁:2.771229618451459
大利年喷射瓶装稀奶油,76,103,大利 年 喷射 瓶装 稀 奶油,年:1.3376677971504325 瓶装:1.3004772052647309 稀:1.4531923272437566
大摩亨利XO白兰地,76,103,大摩 亨利 XO 白兰地,大摩:2.179788490865635 亨利:2.078422213838594 白兰地:2.179788490865635
大容量易加粉墨粉盒,76,103,大容量 易加 粉墨 粉盒,易加:2.179788490865635 粉墨:2.179788490865635 粉盒:2.179788490865635
大主教小麦博克啤酒瓶,42,103,大主教 小麦 博克 啤酒瓶,大主教:2.179788490865635 小麦:1.9507158078970963 啤酒瓶:2.179788490865635
丹帝葡萄干果仁燕麦片,76,103,丹帝 葡萄干 果仁 燕麦片,葡萄干:2.0065016957256487 果仁:1.9051354186986078 燕麦片:1.9507158078970963
丹凤高纤维燕麦饼干,25,103,丹凤 高 纤维 燕麦 饼干,高:1.195662787907468 纤维:1.4430153133372534 饼干:1.0445292803992121
丹吉儿鸡肉蔬菜营养配方米粉,72,103,丹吉儿 鸡肉 蔬菜 营养 配方 米粉,鸡肉:1.2700902791324051 蔬菜:1.2443984991611954 配方:1.2025127611143778
丹麦蜗牛面包,76,103,丹麦 蜗牛 面包,丹麦:2.906384654487513 蜗牛:2.675335594300865 面包:2.3091314980781616
单杯冒泡风味发酵乳,76,103,单杯 冒泡 风味 发酵 乳,单杯:1.743830792692508 风味:1.125622302020845 发酵:1.5241083349588864
蛋黄莲蓉月饼,76,103,蛋黄 莲蓉 月饼,蛋黄:2.4050255222287555 莲蓉:2.906384654487513 月饼:2.155954054952015
蛋黄月饼稻香村月饼礼盒合家团圆八种口味月饼,76,103,蛋黄 月饼 稻香村 月饼 礼盒 合家 团圆 八种 口味 月饼,蛋黄:0.7215076566686267 稻香村:0.8026006782902595 礼盒:0.4492320218194361
道光廿五小龙袍,76,103,道光 廿五 小 龙袍,道光:2.179788490865635 廿五:2.179788490865635 龙袍:2.179788490865635
稻田花生米东北红皮花生花生仁五谷杂粮,29,103,稻田 花生米 东北 红皮 花生 花生仁 五谷杂粮,花生米:1.2455934233517914 花生:0.6811300349830162 花生仁:1.1876698364791967
稻香村姑苏月饼,76,103,稻香村 姑苏 月饼,稻香村:2.675335594300865 姑苏:2.771229618451459 月饼:2.155954054952015
稻香村金尊百业,76,103,稻香村 金尊 百业,稻香村:2.675335594300865 金尊:2.771229618451459 百业:2.906384654487513
稻香园宣威火腿月饼,76,103,稻香 园 宣威 火腿 月饼,稻香:1.743830792692508 火腿:1.6627377710708755 月饼:1.2935724329712093
得益老坛酸菜自热担担面,34,103,得益 老坛 酸菜 自热 担担面,老坛:1.5605726463176772 酸菜:1.5241083349588864 自热:1.6627377710708755
德芙便携小欧共体时浓黑巧,76,103,德芙 便携 小 欧共体 时 浓黑 巧,欧共体:1.2455934233517914 时:1.1876698364791967 浓黑:1.1876698364791967
德芙花生夹心巧克力,36,103,德芙 花生 夹心 巧克力,德芙:1.9507158078970963 花生:1.1919775612202783 巧克力:1.144004809267752
德芙排块黑巧克力,76,103,德芙 排块 黑 巧克力,德芙:1.9507158078970963 排块:2.078422213838594 黑:1.48664131030569
德芙送排块香浓黑,76,103,德芙 送 排块 香 浓黑,送:1.0136991444337604 香:1.4219432102056881 浓黑:1.6627377710708755
德国进口啤酒保拉纳,76,103,德国 进口 啤酒 保 拉纳,德国:1.2935724329712093 进口:1.125622302020845 拉纳:1.6627377710708755
德国进口萨松黑啤酒听整箱,76,103,德国 进口 萨松 黑啤酒 听 整箱,进口:0.9380185850173707 萨松:1.4531923272437566 黑啤酒:1.3856148092257294
德国原装进口保拉纳酵母型小麦啤酒,76,103,德国 原装 进口 保 拉纳 酵母 型 小麦 啤酒,进口:0.6253457233449138 拉纳:0.9237432061504862 酵母:0.9237432061504862
德国原装进口牛奶艾他堡超高温灭菌,77,103,德国 原装 进口 牛奶 艾他 堡 超高温 灭菌,进口:0.703513938763028 艾他:1.039211106919297 超高温:1.0032508478628244
德国原装进口牛奶艾他堡超高温灭菌全脂纯牛奶盒,75,103,德国 原装 进口 牛奶 艾他 堡 超高温 灭菌 全脂 纯牛奶 盒,进口:0.5116465009185659 艾他:0.755789895941307 超高温:0.7296369802638722
德科铱金火花塞单支装,76,103,德科 铱金 火花塞 单支装,德科:2.179788490865635 铱金:2.078422213838594 火花塞:2.0065016957256487
德拉蒙德果蔬维生素,76,103,德 拉蒙德 果蔬 维生素,拉蒙德:2.078422213838594 果蔬:2.0065016957256487 维生素:1.5483563297885712
德拉蒙德乳钙凝胶糖果,76,103,德 拉蒙德 乳钙 凝胶 糖果,德:1.46657192046853 拉蒙德:1.6627377710708755 糖果:1.3854788988468973
德利咸香草油蛋糕盒,38,103,德利 咸 香草 油 蛋糕盒,香草:1.4932781989934345 油:1.2468494627349083 蛋糕盒:1.6627377710708755
德利芝士奶油蛋糕盒,38,103,德利 芝士 奶油 蛋糕盒,德利:2.078422213838594 芝士:1.4789483956390015 蛋糕盒:2.078422213838594
德塔斯特经典干红,76,103,德塔 斯特 经典 干红,德塔:2.179788490865635 斯特:2.078422213838594 经典:1.4246822693295444
迪尔玛锡兰茶经典袋泡系列英式早餐茶,76,103,迪尔玛 锡兰 茶 经典 袋 泡 系列 英式 早餐 茶,迪尔玛:0.871915396346254 锡兰:0.6704250942920277 袋:0.6234247313674541
迪金酒庄梅洛红葡萄酒,76,103,迪金 酒庄 梅洛 红葡萄酒,迪金:2.179788490865635 酒庄:1.9051354186986078 红葡萄酒:1.6169655412140114
迪欧速溶奶香咖啡,77,103,迪欧 速溶 奶香 咖啡,迪欧:2.179788490865635 速溶:1.866597748741793 奶香:1.9507158078970963
迪士尼DISNEY饼干蛋糕情意绵绵曲奇饼干礼盒铁盒婚庆伴手礼满月回礼曲,76,103,迪士尼 DISNEY 饼干 蛋糕 情意绵绵 曲奇饼 干 礼盒 铁盒 婚庆 伴手 礼 满月 回礼 曲,迪士尼:0.35565091334111776 饼干:0.34817642679973737 铁盒:0.508036111652962
迪士尼海鲜杯面,76,103,迪士尼 海鲜 杯面,迪士尼:1.7782545667055887 海鲜:2.675335594300865 杯面:2.906384654487513
迪士尼花香薄荷糖,76,103,迪士尼 花香 薄荷糖,迪士尼:1.7782545667055887 花香:2.6009544105294617 薄荷糖:2.369905350342813
地理中国好茶,76,103,地理 中国 好 茶,地理:2.179788490865635 好:1.6041422176171236 茶:1.1230800545485902
帝凡特酿干红,76,103,帝凡 特酿 干红,帝凡:2.906384654487513 特酿:1.9619802064687746 干红:1.6767581697828682
谛友锡兰薄荷味调味茶,76,103,谛友 锡兰 薄荷 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰丁香味调味茶,76,103,谛友 锡兰 丁 香味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 香味:1.3376677971504325
谛友锡兰豆蔻味调味茶,76,103,谛友 锡兰 豆蔻 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 豆蔻:1.4531923272437566
谛友锡兰黑加仑味调味茶,76,103,谛友 锡兰 黑加仑 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 黑加仑:1.3376677971504325
谛友锡兰混合水果味调味茶,76,103,谛友 锡兰 混合 水果 味 调味 茶,谛友:0.9676062592010324 锡兰:0.9577501347028965 调味:0.939869685709467
谛友锡兰玛莎拉味调味茶,76,103,谛友 锡兰 玛莎 拉味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰玫瑰味调味茶,76,103,谛友 锡兰 玫瑰 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰蜜桃味调味茶,76,103,谛友 锡兰 蜜桃 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰柠檬味调味茶,76,103,谛友 锡兰 柠檬 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰生姜味调味茶,76,103,谛友 锡兰 生姜 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰树莓味调味茶,76,103,谛友 锡兰 树莓 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
谛友锡兰英式早茶,76,103,谛友 锡兰 英式 早茶,谛友:1.6933109536018067 锡兰:1.676062735730069 英式:1.9051354186986078
谛友锡兰樱桃味调味茶,76,103,谛友 锡兰 樱桃 味 调味 茶,谛友:1.128873969067871 锡兰:1.1173751571533792 调味:1.0965146333277116
点1刻2合一白咖啡固体饮料,76,103,点 1 刻 2 合一 白 咖啡 固体 饮料,点:0.9687948848291711 白:0.6642571043930376 饮料:0.7377458246425227
电子恒温酒柜,35,103,电子 恒温 酒柜,电子:2.257747938135742 恒温:2.675335594300865 酒柜:2.906384654487513
雕牌超级加酶无磷洗衣粉,76,103,雕牌 超级 加酶 无磷 洗衣粉,雕牌:1.5605726463176772 超级:1.36947035731219 洗衣粉:1.36947035731219
叮当婆煎饼果子酱,25,103,叮当 婆 煎饼果子 酱,婆:2.179788490865635 煎饼果子:2.179788490865635 酱:1.4246822693295444
东北坊纯粮壶酒,76,103,东北 坊 纯 粮壶 酒,纯:1.46657192046853 粮壶:1.743830792692508 酒:1.3279424843565408
东方同康宝牌东方钙咀嚼片,76,103,东方 同康 宝牌 东方 钙 咀嚼片,宝牌:1.4531923272437566 钙:1.1412252977601582 咀嚼片:1.1849526751714066
东峰果汁软糖,77,103,东峰 果汁 软糖,东峰:2.906384654487513 果汁:2.5401805582648103 软糖:2.675335594300865
东好淋苏打冰棒,76,103,东好 淋 苏打 冰棒,淋:2.179788490865635 苏打:2.078422213838594 冰棒:2.179788490865635
东盼蛋酥沙琪玛,76,103,东盼 蛋 酥 沙琪玛,蛋:1.4945784848843349 酥:1.4127752570822307 沙琪玛:2.078422213838594
东丸淡口酱油,76,103,东丸 淡口 酱油,东丸:2.906384654487513 淡口:2.906384654487513 酱油:2.369905350342813
东旺思香曲奇,76,103,东旺思香 曲奇,东旺思香:4.35957698173127 曲奇:3.6075382833431333
东远咖喱味金枪鱼,76,103,东远 咖喱 味 金枪鱼,咖喱:1.9507158078970963 味:1.260713322888866 金枪鱼:2.0065016957256487
东远辣椒味金枪鱼,76,103,东远 辣椒 味 金枪鱼,辣椒:2.179788490865635 味:1.260713322888866 金枪鱼:2.0065016957256487
冬虫夏草菌丝体口服液,76,103,冬虫夏草 菌丝体 口服液,冬虫夏草:2.906384654487513 菌丝体:2.906384654487513 口服液:2.193029266655423
逗嘴凤爪清爽山椒味,76,103,逗嘴 凤爪 清爽 山椒 味,逗嘴:1.743830792692508 清爽:1.3854788988468973 山椒:1.605201356580519
杜甫草堂泡山椒凤爪,76,103,杜甫 草堂 泡 山椒 凤爪,杜甫:1.743830792692508 草堂:1.743830792692508 泡:1.402881174244823
杜鹏城堡干红,76,103,杜鹏 城堡 干红,杜鹏:2.906384654487513 城堡:2.5401805582648103 干红:1.6767581697828682
多啦A梦芝心巧克力,76,103,A 梦芝心 巧克力,A:2.038821426006052 梦芝心:2.906384654487513 巧克力:1.525339745690336
多维钙香嚼片,76,103,多维 钙 香嚼片,多维:2.675335594300865 钙:2.2824505955203165 香嚼片:2.906384654487513
多种维生素矿物质片特惠装,76,103,多种 维生素 矿物质 片 特惠装,维生素:1.238685063830857 矿物质:1.743830792692508 特惠装:1.4932781989934345
儿童QQ星乳饮料,76,103,儿童 QQ 星 乳饮料,儿童:1.0081009476205065 星:1.866597748741793 乳饮料:2.078422213838594
儿童番茄肉酥,76,103,儿童 番茄 肉 酥,番茄:1.8332149005856624 肉:2.078422213838594 酥:1.4127752570822307
儿童海苔肉松,76,103,儿童 海苔 肉松,儿童:1.344134596827342 海苔:2.3381352904080384 肉松:2.6009544105294617
儿童香酥肉松,76,103,儿童 香酥 肉松,儿童:1.344134596827342 香酥:2.771229618451459 肉松:2.6009544105294617
儿童油酥肉松,76,103,儿童 油酥 肉松,儿童:1.344134596827342 油酥:2.906384654487513 肉松:2.6009544105294617
二重奏赤霞珠佳美娜红葡萄酒,76,103,二重奏 赤霞 珠 佳美 娜 红葡萄酒,赤霞:1.0965146333277116 珠:0.9342731090420276 红葡萄酒:1.0779770274760074
法国杰斯城堡干红,76,103,法国 杰斯 城堡 干红,法国:1.5803146726660424 杰斯:2.179788490865635 干红:1.2575686273371511
法国进口圣米希尔巧克力味黄油曲奇饼干,76,103,法国 进口 圣 米希尔 巧克力 味 黄油 曲奇饼 干,进口:0.6253457233449138 米希尔:0.9687948848291711 黄油:0.8669848035098205
法国君度酒浸樱桃,76,103,法国 君度 酒 浸 樱桃,法国:1.264251738132834 酒:1.3279424843565408 浸:1.743830792692508
法国拉菲精选系列尚品,76,103,法国 拉菲 精选 系列 尚品,法国:1.264251738132834 精选:1.4219432102056881 系列:0.7108735979078054
法国乐菲干红,76,103,法国 乐菲 干红,法国:2.1070862302213897 乐菲:2.906384654487513 干红:1.6767581697828682
法国马丁古堡首丘波尔多干红葡萄酒,76,103,法国 马丁 古堡 首丘 波尔多 干红 葡萄酒,马丁:1.0886488106849186 首丘:1.2455934233517914 葡萄酒:0.7527380596615647
法国原瓶进口干红葡萄酒萨拉斯,76,103,法国 原瓶 进口 干红 葡萄酒 萨拉斯,进口:0.9380185850173707 葡萄酒:0.8781944029384922 萨拉斯:1.4531923272437566
法国珍夏科比埃干红,76,103,法国 珍夏 科比 埃 干红,法国:1.264251738132834 珍夏:1.743830792692508 科比:1.743830792692508
法纳波尔多AOC木西尼双支礼盒,76,103,法纳 波尔多 AOC 木西尼 双支 礼盒,法纳:1.4531923272437566 波尔多:1.3004772052647309 礼盒:0.7487200363657267
法式芬芳红葡萄酒,40,103,法式 芬芳 红葡萄酒,法式:2.6009544105294617 芬芳:2.906384654487513 红葡萄酒:2.155954054952015
方广有机无糖小米营养米粉,76,103,方广 有机 无糖 小米 营养 米粉,有机:0.9668972052297102 营养:1.0390412189457567 米粉:1.3376677971504325
方家铺子长粒香,38,103,方家 铺子 长粒香,方家:2.906384654487513 铺子:2.675335594300865 长粒香:2.906384654487513
非狮比诺提黑金葡萄酒,76,103,非狮 比诺提 黑金 葡萄酒,非狮:2.179788490865635 黑金:2.078422213838594 葡萄酒:1.3172916044077383
菲逸庄园干红葡萄酒,76,103,菲逸 庄园 干红 葡萄酒,菲逸:2.179788490865635 庄园:1.7536014678060288 葡萄酒:1.3172916044077383
斐泉天然矿泉水,76,103,斐泉 天然 矿泉水,斐泉:2.906384654487513 天然:2.015001771345337 矿泉水:2.5401805582648103
芬兰伏特加蔓越莓,76,103,芬兰 伏特加 蔓越莓,芬兰:2.906384654487513 伏特加:2.771229618451459 蔓越莓:1.9619802064687746
纷赋黄牌赤霞珠干红葡萄酒,76,103,纷赋 黄牌 赤霞 珠 干红 葡萄酒,黄牌:1.3004772052647309 赤霞:1.0965146333277116 葡萄酒:0.8781944029384922
汾酒百年老坛鉴藏,76,103,汾酒 百年老 坛 鉴藏,汾酒:1.9051354186986078 百年老:2.179788490865635 鉴藏:2.179788490865635
汾酒陈酿精品,76,103,汾酒 陈酿 精品,汾酒:2.5401805582648103 陈酿:2.4050255222287555 精品:2.1388562901561645
汾酒集团1989典藏原浆,76,103,汾酒 集团 1989 典藏 原浆,汾酒:1.5241083349588864 集团:1.46657192046853 原浆:1.5241083349588864
汾酒杏花村酒口感清香型,78,103,汾酒 杏花村 酒 口感 清香 型,汾酒:1.2700902791324051 酒:1.1066187369637839 清香:1.2443984991611954
份装紫草莓酱,76,103,份装 紫 草莓酱,份装:2.906384654487513 紫:2.4442865341142164 草莓酱:2.906384654487513
